"codigo","descricao","06/2025","07/2025","08/2025","09/2025","10/2025","11/2025","12/2025","01/2026","02/2026","03/2026","04/2026","05/2026","m_06/2025","m_07/2025","m_08/2025","m_09/2025","m_10/2025","m_11/2025","m_12/2025","m_01/2026","m_02/2026","m_03/2026","m_04/2026","m_05/2026","consumo_total_12_meses","media_diaria_12_meses"
"101890","CAPACITOR FIXO C/DIELETRICO DE POLIPROPILENO BIORIENTADO P/MOTORES CMLW CANECA PLASTICA 25uf 250V",2866,702,760,4328,4533,1875,2475,3683,4770,5895,1300,3026,96,23,25,144,146,62,80,119,170,190,43,98,36213,99
"411039","TARUGO PE CINZA 10 mm",6831,1605,2353,2960,2811,2240,1140,3983,1927,3100,4861,1649,228,52,76,99,91,75,37,128,69,100,162,53,35461,97
"911130","PLACA REVISADA NOVA CENTRAL BASIC G/LIGHT",2308,2880,3952,1900,4471,2875,2270,4190,2616,4127,1654,1100,77,93,127,63,144,96,73,135,93,133,55,35,34343,94
"813531","ARANHA SUPERIOR TANQUINHO MODELO NOVO M5",3824,1112,1835,3327,3668,1144,1946,3540,3364,4089,2573,3348,127,36,59,111,118,38,63,114,120,132,86,108,33770,93
"202033","AÇO RED TREF SAE 1020 12.70",2571,4259,1953,2678,1344,4668,1341,3951,3893,2225,4041,714,86,137,63,89,43,156,43,127,139,72,135,23,33638,92
"401006","PARAFUSO 4.8 X 19 PN. PH - ZI",882,822,48,224,92,4,42,10074,34,34,10546,10004,29,27,2,7,3,0,1,325,1,1,352,323,32806,90
"701152","PINO DAS TRAVAS SUPORTE FX. BV E NEW BV - BRUTO",1220,4000,0,0,0,0,23103,0,0,0,480,0,41,129,0,0,0,0,745,0,0,0,16,0,28803,79
"813234","CHAVETA 8MMX33,4MM",3387,3334,3158,3072,2087,1407,1968,2095,1234,2912,2413,1314,113,108,102,102,67,47,63,68,44,94,80,42,28381,78
"512002","CONJUNTO ESTATOR E ROTOR AGL DESL P17 1/7 cv 04 42Z 220V 60HZ",3262,1905,3222,2086,2901,3615,1434,3862,1513,2637,415,1000,109,61,104,70,94,120,46,125,54,85,14,32,27852,76
"401198","PARAFUSO PLASTIC PAN PHILLIPS 4 X 10 ZB - ZINCADO",3532,544,3044,4212,1936,2492,1048,1368,1836,2884,2232,2532,118,18,98,140,62,83,34,44,66,93,74,82,27660,76
"802062","CHAVE DIGITAL TAG CHAVEIRO PLÁSTICO 13,56MHZ - TK4100 ABS KEY FOB - TAG 8 (SEM PINTURA)",0,3000,0,4000,500,3500,3000,0,3100,6000,1900,0,0,97,0,133,16,117,97,0,111,194,63,0,25000,68
"813321","PINO TRAVA PIVO - ZINCADO",3382,428,2789,3899,1579,2245,999,1105,1582,2669,2025,2075,113,14,90,130,51,75,32,36,56,86,68,67,24777,68
"201038","PERFIL AL SOL 7 STLF-0864 6063",806,3912,413,6873,647,472,345,6701,235,3368,0,87,27,126,13,229,21,16,11,216,8,109,0,3,23859,65
"813025","VENTOINHA DOS MOTORES",3014,1608,2209,2600,2031,1906,1546,2188,1200,2194,1767,1277,100,52,71,87,66,64,50,71,43,71,59,41,23540,64
"100802","TRANSMISSOR 433MHz REMOTE - MODELO: AGL-E2  (DIGITAL KEY 6P20 BLACK)",0,0,0,1439,4663,720,3750,5190,2991,1380,1634,1700,0,0,0,48,150,24,121,167,107,45,54,55,23467,64
"804417","CHAVE CILINDRO MOTOR DESLIZANTE NYLON (MODELO NOVO)",7280,4046,5040,6855,0,0,0,0,0,0,0,0,243,131,163,228,0,0,0,0,0,0,0,0,23221,64
"401252","PARAFUSO MQ PN HXL T25 TMA 5X45 PS 30 ZB",1008,0,0,3024,3064,3024,1084,2016,3024,3024,0,3164,34,0,0,101,99,101,35,65,108,98,0,102,22432,61
"911080","PLACA REVISADA CENTRAL FLEX",2907,1835,1945,1052,2896,1142,1707,3453,1678,1178,1551,735,97,59,63,35,93,38,55,111,60,38,52,24,22079,60
"813280","CRUZETA DO MANCAL",3018,603,1757,2671,1738,1449,1045,1497,1023,2152,2086,2683,101,19,57,89,56,48,34,48,37,69,70,87,21722,60
"813286","PINO DAS TRAVAS SUPORTE FX. BV/NEW BV/HZ",3600,4000,630,0,100,100,3102,174,3120,2740,2724,1260,120,129,20,0,3,3,100,6,111,88,91,41,21550,59
"401134","PARAFUSO PAN CRUZ 3,5MMX27MM (FABR. AGL) - ZINCADO (PROD)",1762,250,1534,3208,1526,2214,980,1098,1532,2534,1962,2064,59,8,49,107,49,74,32,35,55,82,65,67,20664,57
"804508","COROA DO MOVIMENTADOR BV/PIVO NYLON Ø 20MM",3140,584,1747,2681,1745,1450,1019,1488,1031,2130,2196,1371,105,19,56,89,56,48,33,48,37,69,73,44,20582,56
"403049","MOLA PARA DESTRAVAMENTO PIVOTANTE",1701,264,1458,3194,1250,2563,651,1193,1437,2464,2236,1620,57,9,47,106,40,85,21,38,51,79,75,52,20031,55
"813054","MANCAL PERFIL INFERIOR",3004,584,1739,2648,1703,1424,1009,1451,972,2011,2083,1351,100,19,56,88,55,47,33,47,35,65,69,44,19979,55
"811314","ETIQUETA BOPP FOSCO 40X15X02 BRANCA",2268,0,0,2520,2912,756,783,2423,2258,3432,0,2526,76,0,0,84,94,25,25,78,81,111,0,81,19878,54
"412392","MOTOR 4 POLOS 220V POLIA Ø20mm P/ LAV. ALTA CAPACIDADE",0,0,0,0,0,0,0,0,3528,8804,6536,971,0,0,0,0,0,0,0,0,126,284,218,31,19839,54
"813033","TAMPA DE PROTEÇÃO DA VENTOINHA",2829,502,1710,2432,1822,1852,1150,1928,1043,1835,1389,1297,94,16,55,81,59,62,37,62,37,59,46,42,19789,54
"813521","SUPORTE DA BUCHA MANCAL MODELO NOVO (P/ EIXO 20MM)",3021,546,1659,2691,1634,1368,1003,1399,992,1985,2122,1354,101,18,54,90,53,46,32,45,35,64,71,44,19774,54
"813281","SUPORTE ORELHA DO BV/PIVÔ",3021,546,1659,2691,1634,1368,1003,1399,992,1985,2122,1354,101,18,54,90,53,46,32,45,35,64,71,44,19774,54
"813108","SEM FIM DE DUAS ENTRADAS AÇO BV ANTIGO/ BV3/ BV4",2829,486,1704,2396,1809,1844,1157,1917,1041,1778,1370,1343,94,16,55,80,58,61,37,62,37,57,46,43,19674,54
"813043","BUCHA DE CENTRAGEM DO SEM FIM DO BASCULANTE",2830,540,1704,2396,1809,1845,1148,1917,1041,1778,1350,1276,94,17,55,80,58,62,37,62,37,57,45,41,19634,54
"813271","CARCAÇA DE MOTOR BV/PIVO INFERIOR",2829,486,1704,2396,1809,1845,1148,1917,1041,1778,1350,1266,94,16,55,80,58,62,37,62,37,57,45,41,19569,54
"813270","CARCAÇA DE MOTOR BV/PIVO SUPERIOR",2829,486,1704,2396,1809,1845,1148,1917,1041,1778,1350,1266,94,16,55,80,58,62,37,62,37,57,45,41,19569,54
"813047","PASSA FIO DO BV",2829,486,1704,2396,1809,1844,1148,1917,1041,1778,1350,1266,94,16,55,80,58,61,37,62,37,57,45,41,19568,54
"813262","ACOPLAMENTO DO NEW BV/BV/PIVO",3016,617,1731,2580,1412,1773,693,1575,880,1907,2339,899,101,20,56,86,46,59,22,51,31,62,78,29,19422,53
"701164","PINO TRAVA PIVO - BRUTO",2672,1071,1426,2642,961,901,1095,1025,127,2434,225,4429,89,35,46,88,31,30,35,33,5,79,8,143,19008,52
"802036","PARTE DE FECHADURAS - CILINDRO COM CHAVE PARA MOTOR - CYLINDER",1284,3553,2300,1588,1955,896,1783,1538,1396,664,1464,579,43,115,74,53,63,30,58,50,50,21,49,19,19000,52
"202094","AÇO RED LAM Ø 12MM 6M 1020",4471,1682,3152,731,1736,501,415,720,1467,508,1485,1229,149,54,102,24,56,17,13,23,52,16,49,40,18097,50
"813515","CALÇO DO ESTATOR P28 BV/PIVO",4542,568,532,1890,1706,626,1330,2078,814,1460,1254,1108,151,18,17,63,55,21,43,67,29,47,42,36,17908,49
"512001","CONJUNTO ESTATOR E ROTOR AGL DESL P17 1/7 cv 04 42Z 127V 60HZ",308,1001,1214,2556,2171,533,1333,1150,2280,1951,2405,802,10,32,39,85,70,18,43,37,81,63,80,26,17704,49
"201115","CZN 1,55 x 1200 x 3000 N7008 ZC Z100 CT",331,1695,1899,809,2907,645,1252,3870,0,1693,1938,178,11,55,61,27,94,21,40,125,0,55,65,6,17218,47
"208006","ANEL ENCODER - ROUND MAGNET",889,2199,1539,3069,853,1368,1014,1199,1227,860,1357,570,30,71,50,102,28,46,33,39,44,28,45,18,16144,44
"412098","CJ ESTATOR ROTOR AGL P17 1/7 cv 04 42Z 127V 60HZ (TANQUINHO)",2016,2016,0,2016,2016,0,512,1764,1754,2016,0,1987,67,65,0,67,65,0,17,57,63,65,0,64,16097,44
"401199","PORCA PARLOCK MA 6MM ZB",540,1256,1520,1131,1366,1379,1427,1831,1122,1017,2315,1141,18,41,49,38,44,46,46,59,40,33,77,37,16045,44
"412069","PS-ST SAE-060 C/TRAT AGL 16,8MM (SOMENTE MOTOR P/ INDUSTRIALIZAÇÃO)",2558,0,0,2016,2016,0,1016,1794,2325,2016,0,2239,85,0,0,67,65,0,33,58,83,65,0,72,15980,44
"412090","NI-RT SAE-060 AGL P16,8 04P COM ALETA",2558,0,0,2016,2016,0,1016,1794,2325,2016,0,2239,85,0,0,67,65,0,33,58,83,65,0,72,15980,44
"813413","EIXO AGL Ø12,70 X 150,50 P/ TANQUINHO",1343,927,1293,894,1380,1130,1050,1913,1106,2212,2145,454,45,30,42,30,45,38,34,62,40,71,72,15,15847,43
"813511","PINO DESTRAVAMENTO LINHA BV/ PORTA CADEADO HZ/ ESTICAD. CANCELA",2870,1026,827,881,1387,578,719,2349,786,1371,2175,731,96,33,27,29,45,19,23,76,28,44,72,24,15700,43
"813517","SUPORTE UNIVERSAL PORCA DO FUSO",2733,956,787,792,1336,502,753,2281,732,1359,2066,703,91,31,25,26,43,17,24,74,26,44,69,23,15000,41
"813392","EIXO AGL Ø12,70 X 148,20 P/ TANQUINHO",2268,0,0,2016,2016,0,644,1764,2006,2016,0,2239,76,0,0,67,65,0,21,57,72,65,0,72,14969,41
"202074","AÇO RED LAMINADO Ø 9/16 6M 1015/1022",2709,1759,2201,7110,966,0,0,0,0,0,0,0,90,57,71,237,31,0,0,0,0,0,0,0,14744,40
"811761","SACO PLASTICO TRANSPARENTE 14CM X 40CM",2729,942,849,745,1298,472,646,2259,713,1323,2018,741,91,30,27,25,42,16,21,73,25,43,67,24,14735,40
"813034","TAMPA LISA DO REDUTOR DA CARCAÇA DO BASCULANTE",2292,540,646,900,2070,1466,1312,2734,542,1020,714,456,76,17,21,30,67,49,42,88,19,33,24,15,14692,40
"813048","MANCAL PERFIL SUPERIOR BV",2730,910,755,733,1298,474,646,2250,712,1332,2038,691,91,29,24,24,42,16,21,73,25,43,68,22,14569,40
"813277","ROLAMENTO PLÁSTICO DO FUSO BV",2730,910,755,732,1298,474,646,2250,712,1332,2038,691,91,29,24,24,42,16,21,73,25,43,68,22,14568,40
"911079","PLACA REVISADA DO MODULO WIFI/BLUETOOTH CENTRAL IZZY",1159,1434,1072,2908,824,1414,607,1460,1227,809,1125,501,39,46,35,97,27,47,20,47,44,26,38,16,14540,40
"811040","MANUAL DE INSTALAÇÃO LINHA IZZY QR CODE BILINGUE",1158,1411,1072,2903,824,1404,602,1410,1197,808,1095,501,39,46,35,97,27,47,19,45,43,26,36,16,14385,39
"403047","MOLA DO FREIO MOTOR PIVOTANTE/ NEW BV",2094,397,1755,1946,938,1143,495,700,1287,1522,1029,1068,70,13,57,65,30,38,16,23,46,49,34,34,14374,39
"813507","CASE DE PROTEÇÃO DO MÓDULO WIFI IZZY",1158,1411,1071,2903,820,1403,602,1358,1197,808,1095,501,39,46,35,97,26,47,19,44,43,26,36,16,14327,39
"813524","COPO DE FREIO PIVOTANTE/ NEW BV SPEED",2093,297,1758,1946,941,1147,498,702,1291,1530,1011,1068,70,10,57,65,30,38,16,23,46,49,34,34,14282,39
"813412","DISCO DE FRICÇÃO DE CELEROM Ø20MM",2093,297,1758,1946,941,1147,498,702,1291,1530,1011,1038,70,10,57,65,30,38,16,23,46,49,34,33,14252,39
"911127","PLACA REVISADA NOVA CENTRAL IZZY",1143,1402,1067,2800,816,1403,600,1343,1189,807,1080,501,38,45,34,93,26,47,19,43,42,26,36,16,14151,39
"813128","GOMO ALUMINIO 25 CM P/ CREMALHEIRA MOTOR STRONG",321,2068,340,1858,1684,580,240,2800,440,2400,980,220,11,67,11,62,54,19,8,90,16,77,33,7,13931,38
"804430","CAPA DO ROLAMENTO DOS MOTORES",1584,700,1728,240,2696,216,892,2890,1299,966,380,238,53,23,56,8,87,7,29,93,46,31,13,8,13829,38
"402036","BUCHA PLASTICA N06",1762,240,1514,2102,966,1238,520,662,910,1440,1112,1214,59,8,49,70,31,41,17,21,32,46,37,39,13680,37
"501084","GRAXA BRANCA SACHE 15G",2083,885,745,732,1298,472,646,2247,712,1322,1818,691,69,29,24,24,42,16,21,72,25,43,61,22,13651,37
"401303","ABRAÇADEIRA UV PRETA 300X3,6",2083,885,745,732,1298,472,646,2247,712,1322,1818,691,69,29,24,24,42,16,21,72,25,43,61,22,13651,37
"101951","CAPACITOR FIXO C/DIELETRI P/MOTORES CMRW CANECA PLASTICA 12uf 440V",330,165,363,830,255,1041,139,901,4432,1073,2781,1242,11,5,12,28,8,35,4,29,158,35,93,40,13552,37
"401109","PF A/A PAN PHS 3,9 X 13MM ZI",550,1010,1264,998,1240,1014,1212,1172,1492,710,2272,600,18,33,41,33,40,34,39,38,53,23,76,19,13534,37
"105008","FITA DE ARQUEAR 10X0,65 AZUL C/ 3000",676,2079,689,792,1439,760,650,2285,578,2064,988,347,23,67,22,26,46,25,21,74,21,67,33,11,13345,37
"813477","EIXO DE TRAÇÃO DA PORCA ACIONADORA - ZINCADO",2124,913,737,663,1125,317,703,2238,603,1274,1699,691,71,29,24,22,36,11,23,72,22,41,57,22,13087,36
"811104","GABARITO DE INSTALAÇÃO LINHA TRINO",951,1400,918,2770,633,1368,470,1040,1084,710,1064,500,32,45,30,92,20,46,15,34,39,23,35,16,12908,35
"402013","RETENTOR GR 20X30X7 TC GTOP",1450,690,1584,160,2572,166,800,2776,1270,924,258,238,48,22,51,5,83,6,26,90,45,30,9,8,12888,35
"813292","BRACINHO ARTICULADO BV E NEW BV",2135,890,701,646,1123,313,622,2222,599,1246,1651,621,71,29,23,22,36,10,20,72,21,40,55,20,12769,35
"813260","CALÇO DO ESTATOR NEW BV",1388,610,1574,181,2530,162,786,2776,1283,904,258,238,46,20,51,6,82,5,25,90,46,29,9,8,12690,35
"813619","EIXO ESTAMPADO PARA MOTOR PIVO - ZINCADO",1701,259,1447,2038,818,1111,506,581,770,1303,1019,1035,57,8,47,68,26,37,16,19,28,42,34,33,12588,34
"813248","TAMPA PROTEÇÃO DO MOTOR - GRAFITE",923,1353,818,2773,604,1367,470,945,1054,710,1040,501,31,44,26,92,19,46,15,30,38,23,35,16,12558,34
"701162","TRAVA MAIOR SUPORTE FX PIVO - BRUTO",1757,1427,571,1829,365,2146,523,1035,0,1016,1068,800,59,46,18,61,12,72,17,33,0,33,36,26,12537,34
"811860","ETIQUETA BOPP FOSCO 40X15X02 AMARELO",445,220,473,440,310,478,139,924,3968,653,3076,1393,15,7,15,15,10,16,4,30,142,21,103,45,12519,34
"813309","PINO DESTRAVAMENTO PIVO",1689,311,1385,2076,774,1112,492,561,771,1276,993,1044,56,10,45,69,25,37,16,18,28,41,33,34,12484,34
"813263","ROLAMENTO PLÁSTICO EIXO ENGRENAGEM",1406,642,1498,165,2504,156,792,2772,1263,784,252,238,47,21,48,6,81,5,26,89,45,25,8,8,12472,34
"813311","CHAVE PIVO",1689,216,1385,1951,774,1113,498,553,774,1418,1029,1048,56,7,45,65,25,37,16,18,28,46,34,34,12448,34
"813310","CILINDRO CHAVE PIVO",1689,241,1385,2071,774,1111,492,561,770,1276,993,1044,56,8,45,69,25,37,16,18,28,41,33,34,12407,34
"813319","TRAVA MAIOR SUPORTE FX PIVO - ZINCADO",1685,210,1388,1944,780,1113,490,549,766,1327,991,1032,56,7,45,65,25,37,16,18,27,43,33,33,12275,34
"813320","TRAVA MENOR SUPORTE FX PIVO - ZINCADO",1685,210,1388,1944,780,1113,490,549,766,1307,991,1032,56,7,45,65,25,37,16,18,27,42,33,33,12255,34
"813468","ARANHA MOTOR TANQUINHO (NOVA)",554,0,60,1008,1822,1512,542,1458,1008,2876,240,1090,18,0,2,34,59,50,17,47,36,93,8,35,12170,33
"804462","ACABAMENTO DO TUBO INOX PIVÔ/BARREIRA ARTICULADA",1711,251,1433,1899,523,1491,184,646,768,1195,1337,594,57,8,46,63,17,50,6,21,27,39,45,19,12032,33
"813601","SENSOR DE FIM DE CURSO REED BV/NEW BV/PIVO 1,5M",1809,810,680,535,1057,272,576,2127,540,1233,1672,652,60,26,22,18,34,9,19,69,19,40,56,21,11963,33
"813037","ENGRENAGEM EXTERNA MOTOR 17 DENTES",1031,3192,1572,662,797,398,831,1233,804,464,900,32,34,103,51,22,26,13,27,40,29,15,30,1,11916,33
"412383","CJ ESTATOR ROTOR AGL P24 1/7 cv 04 42Z 220V 60HZ (SUGGAR REPOSIÇÃO)",1001,1055,920,564,1075,652,906,852,666,1202,1924,1038,33,34,30,19,35,22,29,27,24,39,64,33,11855,32
"103781","FIO ALUMÍNIO PARA BOBINAR 180° 25 AWG - TYPE QZYL-2/180EIW (BOBINAGEM)",0,0,0,0,4,871,1768,4304,430,1291,1722,1455,0,0,0,0,0,29,57,139,15,42,57,47,11845,32
"813316","PORCA DO FUSO 2 ENTRADAS PIVO (FÊMEA)",1695,254,1413,1897,498,1455,177,653,668,1212,1251,602,56,8,46,63,16,48,6,21,24,39,42,19,11775,32
"813315","PORCA DO FUSO 2 ENTRADAS PIVO (MACHO)",1695,254,1413,1897,498,1455,177,653,668,1212,1251,602,56,8,46,63,16,48,6,21,24,39,42,19,11775,32
"701154","EIXO MOTOR DESLIZANTE - BRUTO",1020,3268,1508,647,764,397,801,1208,701,463,890,32,34,105,49,22,25,13,26,39,25,15,30,1,11699,32
"813318","ARRUELA EM T",1695,251,1411,1878,493,1453,152,653,668,1167,1251,599,56,8,46,63,16,48,5,21,24,38,42,19,11671,32
"813317","MANCAL SUPERIOR DO PIVO",1691,254,1411,1877,515,1453,146,632,668,1165,1251,579,56,8,46,63,17,48,5,20,24,38,42,19,11642,32
"412161","ROTOR AGL BV/PIVO P33 1/4 cv 04",1104,302,1451,1451,1011,1537,483,878,634,1088,978,712,37,10,47,48,33,51,16,28,23,35,33,23,11629,32
"201019","CHAPA AÇO SAE 1006 - 0,45 X 1200",423,1547,812,2456,2581,463,1686,522,501,0,0,434,14,50,26,82,83,15,54,17,18,0,0,14,11426,31
"401143","ABRAÇADEIRA UV PRETA 100 X 2,5",970,2986,1389,577,701,345,809,1235,691,433,1097,9,32,96,45,19,23,12,26,40,25,14,37,0,11242,31
"701163","TRAVA MENOR SUPORTE FX PIVO - BRUTO",620,2806,0,1456,898,1470,0,738,1051,1127,603,0,21,91,0,49,29,49,0,24,38,36,20,0,10769,30
"813285","TRAVA MAIOR SUPORTE FX. BV E NEW BV",1800,2000,30,0,100,100,1426,137,1560,1420,1452,580,60,65,1,0,3,3,46,4,56,46,48,19,10605,29
"813284","TRAVA MENOR SUPORTE FX. BV E NEW BV",1800,2000,30,0,100,100,1426,137,1560,1420,1452,580,60,65,1,0,3,3,46,4,56,46,48,19,10605,29
"103130","CABO CONECTOR TERMINAL WHITE WIRE BLK-PH-3P L180 BOX (BLK-PH-3P L180)",441,411,728,2762,547,1230,491,838,1019,415,1059,507,15,13,23,92,18,41,16,27,36,13,35,16,10448,29
"813509","TAMPA DO ENCODER INDUSTRIAL/DZ 300",441,411,678,2762,547,1230,491,837,1019,415,1051,502,15,13,22,92,18,41,16,27,36,13,35,16,10384,28
"813508","SUPORTE DO ENCODER INDUSTRIAL/DZ 300 SEM TAMPA",441,411,678,2762,547,1230,491,837,1019,415,1051,502,15,13,22,92,18,41,16,27,36,13,35,16,10384,28
"401173","REBITE C/ROSCA SEXT. M5 CAB. PLANA ZB",382,958,1600,650,988,750,640,840,620,982,1420,400,13,31,52,22,32,25,21,27,22,32,47,13,10230,28
"101553","SENSOR EFEITO HALL AH3781-P-B 0,30W HALL LATCH SWITCH SIP-3 BULK (AH3781-P-B)",406,427,747,2650,536,1232,474,805,1002,455,980,510,14,14,24,88,17,41,15,26,36,15,33,16,10224,28
"813528","DISCO DO ENCODER DZ (LADO MACHO)",460,400,654,2650,561,1228,470,800,1002,400,978,500,15,13,21,88,18,41,15,26,36,13,33,16,10103,28
"813529","DISCO DO ENCODER DZ (LADO FÊMEA)",460,400,654,2650,561,1228,470,800,1002,400,978,500,15,13,21,88,18,41,15,26,36,13,33,16,10103,28
"401256","PARAFUSO FMET PAN PHS M5X16MM ZB",0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,323,0,0,0,0,10000,27
"813283","CANTONEIRA SUPORTE FIX. BV E NEW BV",1800,2000,0,0,0,0,1426,37,1560,1320,1260,480,60,65,0,0,0,0,46,1,56,43,42,15,9883,27
"412044","PS-ST SAE-060 C/TRAT AGL 27,6MM (SOMENTE MOTOR P/ INDUSTRIALIZAÇÃO)",252,0,0,1756,766,2063,271,504,1716,1756,0,791,8,0,0,59,25,69,9,16,61,57,0,26,9875,27
"412051","NI-RT SAE-060 AGL P27,6 04P COM ALETA",252,0,0,1756,766,2063,271,504,1716,1756,0,791,8,0,0,59,25,69,9,16,61,57,0,26,9875,27
"813399","PERFIL AL 1,5M SOL 7 STLF-0864 6063",1487,481,680,518,533,155,559,1887,518,1080,1407,484,50,16,22,17,17,5,18,61,18,35,47,16,9789,27
"103505","CABO EPR 130ºC 750V 0,50MM PRETO",716,512,844,487,760,526,539,817,1320,954,1600,587,24,17,27,16,25,18,17,26,47,31,53,19,9662,26
"701233","EIXO DE TRAÇÃO DA PORCA ACIONADORA BV CADENA - BRUTO",904,1015,484,0,698,0,1108,1843,0,1203,601,1256,30,33,16,0,23,0,36,59,0,39,20,41,9112,25
"813101","CREMALHEIRA PERFIL AÇO GOMO DE ALUMÍNIO 1,5M",1000,2700,1692,0,218,2,980,654,30,600,1220,0,33,87,55,0,7,0,32,21,1,19,41,0,9096,25
"411048","TUBO 304 A554 C/C 25,40 X 1,20MM POLIDO",172,1203,1348,1111,551,802,615,311,73,838,1328,580,6,39,43,37,18,27,20,10,3,27,44,19,8931,24
"813396","PERFIL AL 0,75M SOL 7 STLF-0864 6063",1358,157,1132,1456,225,1400,112,473,462,917,717,515,45,5,37,49,7,47,4,15,16,30,24,17,8924,24
"813459","TUBO DE INOX CORTADO PARA PIVO 0,75M",1358,147,1132,1457,225,1400,112,477,462,918,717,515,45,5,37,49,7,47,4,15,16,30,24,17,8920,24
"813182","FUSO P 7.5MM DE 0,75M E 2 ENTRADAS PIVO",1358,147,1132,1456,225,1400,112,473,462,917,717,515,45,5,37,49,7,47,4,15,16,30,24,17,8914,24
"813599","SENSOR DE FIM DE CURSO REED BV/NEW BV/PIVO 0,75M",1358,147,1132,1456,225,1400,112,473,462,917,717,515,45,5,37,49,7,47,4,15,16,30,24,17,8914,24
"701151","TRAVA MAIOR SUPORTE FX. BV E NEW BV - BRUTO",0,2000,2500,0,0,0,0,0,2000,0,2356,0,0,65,81,0,0,0,0,0,71,0,79,0,8856,24
"701150","TRAVA MENOR SUPORTE FX. BV E NEW BV - BRUTO",0,2000,2500,0,0,0,0,0,2000,0,1356,1000,0,65,81,0,0,0,0,0,71,0,45,32,8856,24
"701149","CANTONEIRA SUPORTE FIX. BV E NEW BV - BRUTO",0,2000,0,0,0,0,3000,0,0,1306,1492,1000,0,65,0,0,0,0,97,0,0,42,50,32,8798,24
"103790","FIO ALUMÍNIO PARA BOBINAR 23 AWG",878,827,1609,1623,1767,888,125,172,126,302,147,92,29,27,52,54,57,30,4,6,4,10,5,3,8555,23
"201134","BOBINA AÇO GALV. SAE1006 - 2,3 X 162MM",2082,0,0,2913,0,0,0,1768,0,272,952,490,69,0,0,97,0,0,0,57,0,9,32,16,8477,23
"813253","SEM FIM DE 1 ENTRADA AÇO",567,1412,853,290,1352,198,564,1556,314,653,522,147,19,46,28,10,44,7,18,50,11,21,17,5,8428,23
"205016","TUBO EM AÇO COM DIÂMETRO DE 20MM DE AÇO COMUM - SIZE OD*ID (MM) - 20.5*13 ASTM A106 GR.B",714,828,1882,917,592,462,301,950,444,523,649,147,24,27,61,31,19,15,10,31,16,17,22,5,8409,23
"813254","PINO DA GUIA DE CENTRAGEM",2708,248,212,636,692,728,132,180,460,444,1588,280,90,8,7,21,22,24,4,6,16,14,53,9,8308,23
"804166","BASE INFERIOR DO CONTROLE REMOTO INTER. DIGI. DIGITAL KEY - BRANCO",800,0,270,1450,200,0,0,0,2295,3088,0,50,27,0,9,48,6,0,0,0,82,100,0,2,8153,22
"804142","BASE SUPERIOR COM LOGO DO CONTROLE REMOTO INTER. DIGI. DIGITAL KEY - BRANCO",800,0,270,1450,200,0,0,0,2295,3088,0,50,27,0,9,48,6,0,0,0,82,100,0,2,8153,22
"804188","ALÇA DO CONTROLE REMOTO INTER. DIGI. DIGITAL KEY BRANCO",800,0,270,1450,200,0,0,0,2295,3088,0,50,27,0,9,48,6,0,0,0,82,100,0,2,8153,22
"412150","ESTATOR BOBINADO AGL BV/NEW BV/PIVO P33 1/4 cv 04 42z 220V 60Hz",525,123,1122,977,627,1164,444,602,607,976,484,324,18,4,36,33,20,39,14,19,22,31,16,10,7975,22
"401254","PARAFUSO PA ALLEN  M6 x 12",264,624,752,560,664,680,704,912,536,496,1136,568,9,20,24,19,21,23,23,29,19,16,38,18,7896,22
"501043","GRAXA BRANCA UNILIT NAUTIX SACHE",10,36,44,1158,420,1453,146,622,668,1165,1211,579,0,1,1,39,14,48,5,20,24,38,40,19,7512,21
"813179","TAMPA DA CENTRAL DO BV",1146,274,323,470,1038,736,711,1367,271,510,357,228,38,9,10,16,33,25,23,44,10,16,12,7,7431,20
"813038","BASE CENTRAL DO BV",1146,274,323,470,1038,736,711,1367,271,510,357,228,38,9,10,16,33,25,23,44,10,16,12,7,7431,20
"701147","EIXO PRINCIPAL DO ACIONAMENTO BV/PIVO - BRUTO",1303,305,290,611,885,313,503,870,202,708,1064,310,43,10,9,20,29,10,16,28,7,23,35,10,7364,20
"813306","SUPORTE ORELHA DO NEW BV",1437,595,484,121,441,215,145,1409,510,622,956,391,48,19,16,4,14,7,5,45,18,20,32,13,7326,20
"811729","CAIXA MOTOR BASCULANTE AGL 18,9 X 14,1 X 23,4",1146,270,323,450,1035,733,656,1367,271,510,157,228,38,9,10,15,33,24,21,44,10,16,5,7,7146,20
"804261","BASE SUPERIOR NYLON DO MOTOR DESLIZANTE C/ ENCODER",754,2120,985,255,388,236,552,486,279,445,542,26,25,68,32,8,13,8,18,16,10,14,18,1,7068,19
"804327","TAMPA DE PROTEÇÃO DA CENTRAL NEW PIVO",881,137,758,1051,502,622,267,331,456,731,568,629,29,4,24,35,16,21,9,11,16,24,19,20,6933,19
"804326","BASE DE PROTEÇÃO DA CENTRAL NEW PIVO",881,137,758,1051,497,622,262,331,456,731,568,609,29,4,24,35,16,21,8,11,16,24,19,20,6903,19
"813256","TAMPA DA CENTRAL NEW BV",792,347,829,120,1352,112,454,1463,668,456,170,139,26,11,27,4,44,4,15,47,24,15,6,4,6902,19
"813257","BASE CENTRAL NEW BV",792,347,829,120,1352,112,454,1463,668,456,170,139,26,11,27,4,44,4,15,47,24,15,6,4,6902,19
