"codigo","descricao","06/2025","07/2025","08/2025","09/2025","10/2025","11/2025","12/2025","01/2026","02/2026","03/2026","04/2026","05/2026","m_06/2025","m_07/2025","m_08/2025","m_09/2025","m_10/2025","m_11/2025","m_12/2025","m_01/2026","m_02/2026","m_03/2026","m_04/2026","m_05/2026","consumo_total_12_meses","media_diaria_12_meses"
"813265","CARCAÇA SUPERIOR NEW BV",791,350,865,120,1348,108,446,1445,649,483,160,119,26,11,28,4,43,4,14,47,23,16,5,4,6884,19
"813540","CARTUCHO DA PORCA DE 6 ENTRADAS P.60 1/2",1240,566,483,87,362,160,184,1408,488,581,904,365,41,18,16,3,12,5,6,45,17,19,30,12,6828,19
"701155","EIXO PRINCIPAL DO NEW BV - BRUTO",789,342,834,120,1340,108,446,1445,649,461,160,119,26,11,27,4,43,4,14,47,23,15,5,4,6813,19
"811775","CAIXA MOTOR BASCULANTE NOVA 23,0 X 16,0 X 24,5",789,342,829,120,1319,110,479,1445,649,451,160,119,26,11,27,4,43,4,15,47,23,15,5,4,6812,19
"811802","CAIXA MASTER 12 - CX DA CENTRAL PIVÔ",881,115,747,1051,463,619,260,321,455,720,546,607,29,4,24,35,15,21,8,10,16,23,18,20,6785,19
"813258","CARCAÇA INFERIOR NEW BV SEM FURO ENCODER",1000,295,609,50,1434,546,273,1085,822,333,113,118,33,10,20,2,46,18,9,35,29,11,4,4,6678,18
"811329","ETIQUETA ADES. COUCHE 100MM X 80MM X 01 CAR AZUL",1240,554,463,65,362,150,142,1389,484,569,894,365,41,18,15,2,12,5,5,45,17,18,30,12,6677,18
"813199","BASE DE ALUMÍNIO MOTORES DESLIZANTES",682,2942,700,148,117,54,534,226,36,346,787,20,23,95,23,5,4,2,17,7,1,11,26,1,6592,18
"401077","PORCA F MET SEXTAVADA M10 (CH17) ZI",187,718,496,418,947,241,490,1512,69,624,772,71,6,23,16,14,31,8,16,49,2,20,26,2,6545,18
"813395","PASSA FIO DO NEW BV",705,330,787,80,1265,83,400,1388,635,452,129,119,24,11,25,3,41,3,13,45,23,15,4,4,6373,17
"201062","BARRA CH. 1.1/4X3/16 - 6,00M - 1006/1022",582,1142,899,347,150,1093,0,0,632,272,805,229,19,37,29,12,5,36,0,0,23,9,27,7,6150,17
"412027","ROTOR AGL BV/PIVO P28 1/5 cv 04",1725,184,267,741,670,303,566,808,202,384,75,122,58,6,9,25,22,10,18,26,7,12,2,4,6047,17
"202045","AÇO RED TREF SAE 1020 12.00",943,76,690,737,322,596,197,531,399,236,696,551,31,2,22,25,10,20,6,17,14,8,23,18,5973,16
"811034","MANUAL DE INSTALAÇÃO LINHA PIVOTANTE SEM LOGO PORTUGUÊS (CENTRAL FLEX / DUPLA)",171,105,705,757,428,619,260,321,455,720,526,607,6,3,23,25,14,21,8,10,16,23,18,20,5674,16
"412384","CJ ESTATOR ROTOR AGL P24 1/7 cv 04 42Z 220V 60HZ (SUGGAR REPOSIÇÃO)",330,430,363,330,255,478,139,901,440,573,934,438,11,14,12,11,8,16,4,29,16,18,31,14,5611,15
"813386","EIXO AGL Ø12,70 X 152,35P/ TANQUINHO",252,0,0,756,766,756,271,504,756,756,0,791,8,0,0,25,25,25,9,16,27,24,0,26,5608,15
"412155","ESTATOR BOBINADO AGL BV/NEW BV/PIVO P28 1/5 cv 04 42 220V 60Hz",287,127,223,280,931,113,849,1110,474,638,302,182,10,4,7,9,30,4,27,36,17,21,10,6,5516,15
"701289","PLAQUETA DE ABERTURA GABINETES CFTV 44MM X 14,3MM - BRUTO",201,411,562,848,1114,435,840,50,345,132,103,394,7,13,18,28,36,14,27,2,12,4,3,13,5435,15
"911156","PLACA REVISADA NOVA CENTRAL DUPLA",800,90,620,893,290,488,230,218,311,546,435,425,27,3,20,30,9,16,7,7,11,18,14,14,5346,15
"412023","ESTATOR BOBINADO AGL BV/NEW BV/PIVO P33 1/4 cv 04 42z 127V 60Hz",375,190,668,536,553,418,187,697,442,364,278,479,12,6,22,18,18,14,6,22,16,12,9,15,5187,14
"401182","PARAFUSO AÇO MET CIL SX INT M10X40MM OX",198,450,492,390,468,450,384,504,372,266,916,240,7,15,16,13,15,15,12,16,13,9,31,8,5130,14
"813083","CREMALHEIRA PERFIL AÇO GOMO DE ALUMÍNIO 1,0M",0,4650,0,0,0,0,0,0,0,0,450,0,0,150,0,0,0,0,0,0,0,0,15,0,5100,14
"701194","SUPORTE DE FIXAÇÃO PARA CONJUNTO TANQUINHO",1000,0,1000,1000,0,0,1000,1000,0,0,0,100,33,0,32,33,0,0,32,32,0,0,0,3,5100,14
"412133","CJ ESTATOR ROTOR AGL P28 1/4 cv 04 42Z 127V 60Hz (TQ DE CIMENTO)",252,252,0,504,766,756,266,504,504,756,0,539,8,8,0,17,25,25,9,16,18,24,0,17,5099,14
"813094","ENGRENAGEM INTERNA DE 1 ENTRADA DZ E NEWBV",838,967,532,253,584,212,259,554,146,274,353,81,28,31,17,8,19,7,8,18,5,9,12,3,5053,14
"813039","VENEZIANA DOS MOTORES",246,1236,600,373,282,72,479,477,180,531,485,13,8,40,19,12,9,2,15,15,6,17,16,0,4974,14
"201073","CZN 1,95 x 1200 N7008 ZC Z100 CT",644,982,131,683,785,89,0,817,88,361,334,22,21,32,4,23,25,3,0,26,3,12,11,1,4937,14
"103153","CABO CONECTOR TERMINAL WHITE WIRE BLK-4P 1050/650 BOX (BLK-4P 1050/650)",3,9,57,52,332,1553,567,284,347,1596,7,0,0,0,2,2,11,52,18,9,12,51,0,0,4807,13
"811818","TERMO DE GARANTIA ESPANHOL",0,1950,855,120,130,0,490,335,0,10,797,0,0,63,28,4,4,0,16,11,0,0,27,0,4687,13
"105031","FITA POLIESTER AZUL P225S 7X66",1456,809,1008,1371,0,0,0,0,0,0,0,0,49,26,33,46,0,0,0,0,0,0,0,0,4644,13
"105030","FITA POLIESTER AZUL P225S 10X66",1456,809,1008,1371,0,0,0,0,0,0,0,0,49,26,33,46,0,0,0,0,0,0,0,0,4644,13
"811787","MANUAL P / AUTOMATIZADOR DZ/BV/NEW BV CENTRAL FLEX/LIGHT EM ESPANHOL SEM LOGO",546,1700,745,13,105,0,490,275,0,0,710,0,18,55,24,0,3,0,16,9,0,0,24,0,4584,13
"202016","AR. BTC RECOZIDO RETREFILADO C/ ALUMINIO 03,85MM",0,857,164,0,329,0,627,0,0,228,2303,0,0,28,5,0,11,0,20,0,0,7,77,0,4508,12
"813030","DISCO DE FRICÇÃO DE CELEROM",133,1186,1108,153,210,12,949,261,107,85,301,2,4,38,36,5,7,0,31,8,4,3,10,0,4507,12
"811914","DIVISÓRIA DE PAPELÃO DA CAIXA TRINO LOG",0,0,274,750,1093,500,550,800,2,154,224,0,0,0,9,25,35,17,18,26,0,5,7,0,4347,12
"811913","CAIXA MOTOR TRINO LOG (CREMALHEIRA EMBARCADA)",0,0,274,750,1093,500,550,800,2,154,224,0,0,0,9,25,35,17,18,26,0,5,7,0,4347,12
"813364","FUSO P.60 Ø 1/2'' DE 1,5M",772,331,403,0,0,0,116,1056,458,365,600,212,26,11,13,0,0,0,4,34,16,12,20,7,4313,12
"501043","GRAXA BRANCA SACHE 10G",1685,205,1367,734,65,0,0,10,3,126,41,55,56,7,44,24,2,0,0,0,0,4,1,2,4291,12
"813375","CANTONEIRA CREMALHEIRA MOTOR INDUSTRIAL",180,612,126,513,421,225,180,810,134,666,315,77,6,20,4,17,14,8,6,26,5,21,10,2,4259,12
"916325","CANALETA FLEXÍVEL PARA LED DA BARREIRA",157,298,436,308,444,217,476,229,633,256,578,149,5,10,14,10,14,7,15,7,23,8,19,5,4180,11
"707046","ALONGADOR CILINDRO CH. TETRA AL100/AL100R/MINI 42MM - BRUTO",0,0,0,0,0,0,0,0,0,0,0,4176,0,0,0,0,0,0,0,0,0,0,0,135,4176,11
"813255","SEM FIM DE DUAS ENTRADAS AÇO DZ/ NEW BV",474,679,892,55,272,41,456,250,578,290,184,0,16,22,29,2,9,1,15,8,21,9,6,0,4171,11
"401141","PARAFUSO AÇO MET CIL SX INT M6X30MM OX",144,320,387,291,351,359,371,463,318,263,611,289,5,10,12,10,11,12,12,15,11,8,20,9,4167,11
"813040","MANCAL DE CENTRAGEM",1354,124,106,318,346,364,66,90,230,222,794,140,45,4,3,11,11,12,2,3,8,7,26,5,4154,11
"811801","CAIXA MASTER 7 - CALÇO CABEÇA DO MOTOR PIVÔ",1683,206,1361,721,46,4,2,1,4,1,32,6,56,7,44,24,1,0,0,0,0,0,1,0,4067,11
"101307","CAPACITOR FIXO C/DIELETRICO DE POLIPROPILENO BIORIENTADO P/MOTORES CMRW CANECA PLASTICA 20uf 250V 50",347,491,952,77,199,65,454,225,562,231,428,10,12,16,31,3,6,2,15,7,20,7,14,0,4041,11
"401051","PARAFUSO PA ALLEN M6 x 20",132,312,376,280,332,340,352,456,268,248,568,284,4,10,12,9,11,11,11,15,10,8,19,9,3948,11
"804118","BORRACHA PASSANTE",331,415,485,227,281,260,271,254,578,190,493,130,11,13,16,8,9,9,9,8,21,6,16,4,3915,11
"402018","ESPAGUETE LISO 10MMX150MM",528,117,370,371,463,289,231,496,251,334,222,208,18,4,12,12,15,10,7,16,9,11,7,7,3880,11
"701007","TAMPA AGL-AL100R - BRUTO",0,0,0,0,682,0,0,0,0,3085,0,0,0,0,0,0,22,0,0,0,0,100,0,0,3767,10
"401012","PARAFUSO 3.5 X 13 CH. PH - OXI",582,110,502,140,506,124,346,720,234,280,94,2,19,4,16,5,16,4,11,23,8,9,3,0,3640,10
"813532","CARTUCHO DA PORCA 4 ENTRADAS",385,181,226,455,417,78,162,758,25,332,322,182,13,6,7,15,13,3,5,24,1,11,11,6,3523,10
"102565","TECLADO EM BORRACHA PARA CONTROLE REMOTO - RUBBER KEY 4 KEYS WHITE",799,300,320,180,520,108,70,800,230,83,50,50,27,10,10,6,17,4,2,26,8,3,2,2,3510,10
"811915","CAIXA MOTOR PIVO DUPLO S/ ACIONAMENTO",0,5,10,553,280,488,245,218,311,547,425,425,0,0,0,18,9,16,8,7,11,18,14,14,3507,10
"412008","ESTATOR BOBINADO AGL BV/NEW BV/PIVO P28 1/5 cv 04 42 127V 60Hz",570,92,218,684,162,201,58,528,149,284,90,400,19,3,7,23,5,7,2,17,5,9,3,13,3436,9
"811327","ETIQUETA ADES. COUCHE 100MM X 80MM X 01 CAR AMARELA",385,150,226,447,417,69,162,743,14,311,307,172,13,5,7,15,13,2,5,24,0,10,10,6,3403,9
"402042","CHUMBADOR PBJ PARABOLT MQ UNC 3/8X3 ZI",132,300,328,260,312,300,256,336,248,164,568,160,4,10,11,9,10,10,8,11,9,5,19,5,3364,9
"201001","BOBINA AÇO SAE1006 - 1,5 X 189MM",1560,0,0,0,0,651,0,0,513,0,317,275,52,0,0,0,0,22,0,0,18,0,11,9,3316,9
"813127","GOMO NYLON 25 CM P/ CREMALHEIRA MOTOR STRONG",400,400,264,244,10,320,480,470,96,264,280,88,13,13,9,8,0,11,15,15,3,9,9,3,3316,9
"102573","BOBINA TUBULAR PEBD LEITOSA IMPRESA P/ ACIONAMENTO DE MOTORES",452,128,116,275,259,252,135,366,190,315,472,167,15,4,4,9,8,8,4,12,7,10,16,5,3128,9
"701003","BASE AGL - AL100R - BRUTO",0,0,0,0,298,638,0,0,0,2137,0,0,0,0,0,0,10,21,0,0,0,69,0,0,3073,8
"813380","EIXO AGL Ø12,70 X 139,75 P/ TANQUINHO",233,185,448,165,417,14,0,88,0,543,548,409,8,6,14,6,13,0,0,3,0,18,18,13,3050,8
"813050","FUSO P 7.5MM DE 1,5M E 4 ENTRADAS BV",331,150,221,415,200,54,138,741,0,310,290,160,11,5,7,14,6,2,4,24,0,10,10,5,3010,8
"103781","FIO ALUMINIO 180° 25 AWG - TYPE QZYL-2/180EIW (BOBINAGEM)",81,40,86,217,68,219,26,228,855,288,569,282,3,1,3,7,2,7,1,7,31,9,19,9,2959,8
"813278","COROA DO MOVIMENTADOR BV/PIVO ZAMAC",315,424,71,175,112,641,105,570,262,76,182,1,10,14,2,6,4,21,3,18,9,2,6,0,2934,8
"411058","CORDÃO ESPONJOSO 1/8  Ø 3MM + 0,4MM (ANEL DE VEDAÇÃO)",617,92,525,426,192,161,57,110,145,205,152,201,21,3,17,14,6,5,2,4,5,7,5,6,2882,8
"813100","ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO 700/900 1 ENTRADA 300/500/SOFT",319,836,205,243,134,114,52,239,134,426,98,32,11,27,7,8,4,4,2,8,5,14,3,1,2832,8
"801295","CANTONEIRA GABINETE VERTICAL - BRANCA",70,276,82,776,270,364,622,0,98,0,0,202,2,9,3,26,9,12,20,0,4,0,0,7,2760,8
"811756","CAIXA MASTER 1 - CAIXA PIVÔ VIOLÃO C/ IMPRESSÃO 50X75",1183,157,1197,129,21,4,2,1,3,0,22,6,39,5,39,4,1,0,0,0,0,0,1,0,2725,7
"701225","GABINETE VERTICAL - BRUTO",34,357,483,529,517,15,499,38,40,0,0,207,1,12,16,18,17,0,16,1,1,0,0,7,2719,7
"804259","BASE SUPERIOR SEM LOGO DO CONTROLE REMOTO INTER. DIGI. DIGITAL KEY - PRETO",52,1400,800,0,40,90,96,0,192,0,0,0,2,45,26,0,1,3,3,0,7,0,0,0,2670,7
"102567","TECLADO EM BORRACHA PARA CONTROLE REMOTO - RUBBER KEY 4 KEYS GREEN",0,0,0,750,500,150,20,295,654,50,0,250,0,0,0,25,16,5,1,10,23,2,0,8,2669,7
"412162","ROTOR AGL NEW BV P33 1/3 cv 04",342,126,379,72,289,45,148,441,415,252,64,91,11,4,12,2,9,2,5,14,15,8,2,3,2664,7
"804256","ACABAMENTO PERFIL BARREIRA S/ FURO",114,130,226,186,234,180,286,172,440,154,426,100,4,4,7,6,8,6,9,6,16,5,14,3,2648,7
"701261","CANTONEIRA GABINETE VERTICAL - BRUTA",0,0,0,320,523,0,1786,0,0,0,0,0,0,0,0,11,17,0,58,0,0,0,0,0,2629,7
"811834","CAIXA RACK VERTICAL",35,138,403,539,239,182,611,20,49,0,24,375,1,4,13,18,8,6,20,1,2,0,1,12,2615,7
"201144","CHAPA AÇO SAE1006 - 3,0 X 1200 X 2000MM",373,0,0,0,598,0,489,0,0,576,232,293,12,0,0,0,19,0,16,0,0,19,8,9,2561,7
"401218","ABRAC UV PRETA 400X4,8 - 100 PCS",99,225,246,195,234,225,192,252,186,123,426,120,3,7,8,6,8,8,6,8,7,4,14,4,2523,7
"402038","ANEL ELASTICO ML12",50,0,60,0,290,0,10,450,0,1364,240,12,2,0,2,0,9,0,0,15,0,44,8,0,2476,7
"801291","CANTONEIRA GABINETE VERTICAL - PRETA",0,0,724,302,208,0,600,40,0,0,48,548,0,0,23,10,7,0,19,1,0,0,2,18,2470,7
"813031","COPO DE FREIO",70,710,543,91,105,8,495,110,55,55,154,2,2,23,18,3,3,0,16,4,2,2,5,0,2398,7
"813099","ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO SPEED 300/500/SOFT 2 ENTRADAS",71,635,515,99,110,12,466,102,82,80,155,20,2,20,17,3,4,0,15,3,3,3,5,1,2347,6
"813240","CHAPA APOIO DESLIZANTE",69,611,543,98,105,7,499,113,57,56,155,2,2,20,18,3,3,0,16,4,2,2,5,0,2315,6
"201021","CHAPA AÇO SAE1006 - 2,25 X 1200 X 2000MM",169,191,211,266,186,56,436,115,5,208,350,107,6,6,7,9,6,2,14,4,0,7,12,3,2300,6
"510027","INLUB GRAX MP 2/TI",199,210,230,207,235,176,140,252,173,197,154,78,7,7,7,7,8,6,5,8,6,6,5,3,2252,6
"813609","POLIA DE ALUMINIO 19,63 (Ø12,60)  ESTRIADA SUGGAR P/ EIXO SEM REBAIXO",0,0,0,0,0,0,252,0,0,2000,0,0,0,0,0,0,0,0,8,0,0,65,0,0,2252,6
"813036","TAMPA PROTEÇÃO DO MOTOR - CINZA",96,626,519,113,105,30,482,59,21,33,132,0,3,20,17,4,3,1,16,2,1,1,4,0,2216,6
"412147","ROTOR AGL NEW BV P28 1/5 cv 04",232,45,194,9,365,1,241,738,216,109,35,28,8,1,6,0,12,0,8,24,8,4,1,1,2213,6
"101829","LÂMINA DE AÇO PARA PRODUÇÃO DE TRANSFORMADORES PARA INTERFONE - EI - 35 (WITHOUT HOLES)",692,384,479,651,0,0,0,0,0,0,0,0,23,12,15,22,0,0,0,0,0,0,0,0,2206,6
"512005","CONJUNTO ESTATOR E ROTOR AGL DESL P28 1/4 cv 04 42Z 220V 60Hz",178,156,195,220,247,120,206,456,120,0,251,0,6,5,6,7,8,4,7,15,4,0,8,0,2149,6
"412165","ESTATOR BOBINADO P28 127V 4 POLOS 60HZ FLORA HIDALGO",0,0,0,500,0,644,0,0,496,500,0,0,0,0,0,17,0,21,0,0,18,16,0,0,2140,6
"813610","CARTUCHO DA PORCA DE 6 ENTRADAS",680,69,50,159,219,185,50,43,130,87,382,72,23,2,2,5,7,6,2,1,5,3,13,2,2126,6
"813324","TRAVAS DE ARTICULAÇÃO FIX. DZ HORIZONTAL - ZINCADO",0,0,1200,0,0,0,500,0,0,0,0,400,0,0,39,0,0,0,16,0,0,0,0,13,2100,6
"813290","BRACINHO ARTICULADO DZ HORIZONTAL",708,63,44,186,186,174,33,43,125,84,382,70,24,2,1,6,6,6,1,1,4,3,13,2,2098,6
"403027","MOLA CÔNICA DO FREIO DESLIZANTE Ø 2.4",64,575,515,55,105,5,450,98,50,28,146,0,2,19,17,2,3,0,15,3,2,1,5,0,2091,6
"401201","PORCA PARLOCK MA 8MM ZB",90,45,99,99,153,171,171,63,450,175,515,45,3,1,3,3,5,6,6,2,16,6,17,1,2076,6
"813398","PERFIL AL 1,4M SOL 7 STLF-0864 6063",300,329,0,0,500,100,12,239,0,153,265,160,10,11,0,0,16,3,0,8,0,5,9,5,2058,6
"412027","ROTOR AGL BV/PIVO P28 4 POLOS",0,0,0,214,128,10,100,232,205,429,302,432,0,0,0,7,4,0,3,7,7,14,10,14,2052,6
"701260","TAMPA GABINETE VERTICAL - BRUTA",102,70,188,588,251,202,328,25,40,0,0,245,3,2,6,20,8,7,11,1,1,0,0,8,2039,6
"201121","CHAPA AÇO P012K SAE1012/A36 - 4,75 X 1200 X 2000MM",222,22,267,9,302,58,677,0,0,218,262,0,7,1,9,0,10,2,22,0,0,7,9,0,2037,6
"412144","ESTATOR BOBINADO P28 220V 4 POLOS 60HZ FLORA HIDALGO",0,0,0,500,0,563,0,0,464,500,0,0,0,0,0,17,0,19,0,0,17,16,0,0,2027,6
"103795","FIO PARALELO 1,5MM N14BC MEGA 100M",79,180,197,156,187,180,154,202,149,98,341,96,3,6,6,5,6,6,5,7,5,3,11,3,2018,6
"205024","TRAMARETRATIL- B130C Ø 4,00mm X 30MM TRANSPARENTE COM PONTA 5MM RETRAIDA",0,0,0,0,0,0,504,660,638,0,200,0,0,0,0,0,0,0,16,21,23,0,7,0,2002,5
"202058","AÇO RED TREF SAE 1020 31.00",237,93,507,298,156,299,171,115,0,125,0,0,8,3,16,10,5,10,6,4,0,4,0,0,2001,5
"205025","TRAMARETRATIL-F 130C Ø 5,00mm",25,0,30,0,145,0,5,555,319,682,220,6,1,0,1,0,5,0,0,18,11,22,7,0,1987,5
"103131","CABO CONECTOR TERMINAL WHITE WIRE BLK-PH-3P L500 BOX (BLK-PH-3P L500)",292,65,257,70,274,63,176,360,117,151,159,1,10,2,8,2,9,2,6,12,4,5,5,0,1985,5
"804458","TRAVA DE APOIO DA BARREIRA CANCELA AGUSTA",66,156,188,140,166,170,176,236,134,124,284,142,2,5,6,5,5,6,6,8,5,4,9,5,1982,5
"401047","PARAFUSO 5/32 X 5/16 PA CP. PHILLIPS - ZINCADO (PROD)",32,0,832,16,40,0,0,0,940,120,0,0,1,0,27,1,1,0,0,0,34,4,0,0,1980,5
"101870","BATERIA DE LITHIUM CR2016 90mAH 3,0V TRAY (CR2016)",0,0,0,972,1004,0,0,0,0,0,0,0,0,0,0,32,32,0,0,0,0,0,0,0,1976,5
"401234","ARRUELA LISA PO 5/16",0,0,144,160,0,80,440,128,872,112,40,0,0,0,5,5,0,3,14,4,31,4,1,0,1976,5
"804246","BASE SUPERIOR NYLON DO MOTOR DESLIZANTE",114,1103,50,88,50,10,50,102,0,13,390,0,4,36,2,3,2,0,2,3,0,0,13,0,1970,5
"813266","TAMPA ENCODER",292,65,257,70,274,59,176,358,117,151,147,1,10,2,8,2,9,2,6,12,4,5,5,0,1967,5
"813267","SUPORTE ENCODER",292,65,257,70,274,59,176,358,117,151,147,1,10,2,8,2,9,2,6,12,4,5,5,0,1967,5
"811846","CAIXA MOTOR LINHA TRINO AGL 24,0 X 19,5 X 24,5 (ARTE TECLAM)",500,1050,0,60,0,0,0,0,0,300,50,0,17,34,0,2,0,0,0,0,0,10,2,0,1960,5
"916117","FITA LED 5050 RGB 60 LED S/M IP65 12 V 5M",74,131,177,143,199,99,204,100,305,173,286,63,2,4,6,5,6,3,7,3,11,6,10,2,1955,5
"811315","ETIQUETA BOPP FOSCO 40X15X02 VERMELHA",277,0,30,252,15,0,137,70,504,22,120,510,9,0,1,8,0,0,4,2,18,1,4,16,1937,5
"103145","CABO CONECTOR TERMINAL WHITE WIRE BLK-4P 2300/650 BOX (BLK-4P 2300/650)",63,12,6,11,773,1,12,104,21,660,250,10,2,0,0,0,25,0,0,3,1,21,8,0,1923,5
"303016","FITA DUPLA FACE SILICONE 1,0MM X 06MM (CONTINUA)",110,180,105,204,578,167,151,20,195,87,52,13,4,6,3,7,19,6,5,1,7,3,2,0,1861,5
"402002","PINO ELASTICO PEL 3 X 18 PED/001 CLI/PEL",416,400,416,8,20,0,0,0,470,60,0,70,14,13,13,0,1,0,0,0,17,2,0,2,1860,5
"813259","CARCAÇA INFERIOR NEW BV COM FURO ENCODER",291,55,256,70,274,62,173,360,117,150,47,1,10,2,8,2,9,2,6,12,4,5,2,0,1856,5
"402034","ANEL DE RETENÇÃO ORING INTERNO 14MM X 2,6MM",291,55,256,70,274,58,173,358,117,150,47,1,10,2,8,2,9,2,6,12,4,5,2,0,1850,5
"101950","SENSOR MAGNÉTICO TIPO HALL AH3722A-P-B (MODELO AH3722A-P-B)",289,47,221,70,245,58,173,358,117,118,147,1,10,2,7,2,8,2,6,12,4,4,5,0,1844,5
"202043","AÇO RED TREF SAE 1020 15,88",0,141,425,133,0,442,0,0,131,305,252,0,0,5,14,4,0,15,0,0,5,10,8,0,1829,5
"813151","BASE INFERIOR NYLON MOTORES DESLIZANTES",186,201,237,135,219,92,68,232,193,134,98,26,6,6,8,4,7,3,2,7,7,4,3,1,1821,5
"804554","CARTUCHO DA PORCA DE 5 ENTRADAS",241,110,0,10,256,14,306,52,63,310,375,68,8,4,0,0,8,0,10,2,2,10,12,2,1805,5
"811328","ETIQUETA ADES. COUCHE 100MM X 80MM X 01 CAR VERDE",241,100,0,10,256,14,306,52,63,310,375,68,8,3,0,0,8,0,10,2,2,10,12,2,1795,5
"101311","CAPACITOR FIXO C/DIELETRICO DE POLIPROPILENO BIORIENTADO P/MOTORES CMRW CANECA PLASTICA 50uf 250V 50",164,694,54,10,124,109,11,123,80,406,16,0,5,22,2,0,4,4,0,4,3,13,1,0,1791,5
"813274","TAMPÃO P/ EIXO MOTOR DZ E GABINETE CANCELA",68,158,194,131,164,150,128,168,125,104,284,80,2,5,6,4,5,5,4,5,4,3,9,3,1754,5
"401012","PARAFUSO 3.5 X 13 CH. PH - OXI (PROD)",600,600,0,0,0,0,20,0,8,5,500,0,20,19,0,0,0,0,1,0,0,0,17,0,1733,5
"813307","FUSO P.60 Ø 1/2'' DE 1,4M",300,213,0,0,300,100,12,239,0,153,250,150,10,7,0,0,10,3,0,8,0,5,8,5,1717,5
"811863","MANUAL GABINETE VERTICAL EX",0,0,300,300,100,182,518,0,0,0,24,291,0,0,10,10,3,6,17,0,0,0,1,9,1715,5
"701185","TRAVAS DE ARTICULAÇÃO FIX. DZ HORIZONTAL - BRUTO",0,0,1200,0,0,0,0,0,0,0,0,500,0,0,39,0,0,0,0,0,0,0,0,16,1700,5
"201016","CHAPA AÇO SAE1006 - 1,5 X 1200",279,310,268,15,199,0,3,0,265,43,39,265,9,10,9,1,6,0,0,0,9,1,1,9,1686,5
"105053","FITA POLIESTER BRANCA MW 250 X 0038",78,74,144,140,149,138,139,338,73,120,168,123,3,2,5,5,5,5,4,11,3,4,6,4,1683,5
"512003","CONJUNTO ESTATOR E ROTOR AGL DESL P17 1/7 cv 04 42Z 220V 50HZ",0,1000,230,0,50,0,0,80,0,0,300,0,0,32,7,0,2,0,0,3,0,0,10,0,1660,5
"412385","CJ ESTATOR ROTOR AGL P24 1/7 cv 04 42Z 127V 60HZ (COLORMAQ REPOSIÇÃO)",110,173,330,55,267,14,0,0,0,218,233,258,4,6,11,2,9,0,0,0,0,7,8,8,1658,5
"401002","PARAFUSO 3.5 X 13 A/A CH. PH - ZI (PROD)",400,400,0,0,0,0,0,24,420,407,2,0,13,13,0,0,0,0,0,1,15,13,0,0,1653,5
"813017","FUSO P 7.5MM DE 1,5M E 5 ENTRADAS",201,100,0,0,225,0,306,52,35,310,358,50,7,3,0,0,7,0,10,2,1,10,12,2,1637,4
"201039","PERFIL AL SOL 7 STLF-0846 6063 T5",48,0,14,25,26,480,0,0,733,225,0,64,2,0,0,1,1,16,0,0,26,7,0,2,1616,4
"813295","ENGRENAGEM 2 ENTRADAS NEW BV SEM IMÃ",280,79,233,0,167,31,4,124,434,210,18,0,9,3,8,0,5,1,0,4,16,7,1,0,1580,4
"512004","CONJUNTO ESTATOR E ROTOR AGL DESL P28 1/4 cv 04 42Z 127V 60Hz",536,152,100,65,110,115,20,123,344,2,1,0,18,5,3,2,4,4,1,4,12,0,0,0,1568,4
"402047","POLIA ESTRIADA 25,2 SUGGAR",24,0,20,0,100,0,10,320,0,874,200,12,1,0,1,0,3,0,0,10,0,28,7,0,1560,4
"402046","SUPORTE DE FIXAÇÃO PLÁSTICA PARA CONJUNTO TANQUINHO SUGGAR",24,0,20,0,100,0,10,320,0,874,200,12,1,0,1,0,3,0,0,10,0,28,7,0,1560,4
"811835","CAIXA RACK GABINETE 5U",100,126,100,117,495,150,123,0,187,72,79,7,3,4,3,4,16,5,4,0,7,2,3,0,1556,4
"202034","AÇO RED TREF SAE 1020 14.29 SAE J403",627,0,472,0,0,237,0,0,0,81,25,104,21,0,15,0,0,8,0,0,0,3,1,3,1547,4
"402024","CHUMBADOR CBJ C/PRISIONEIRO 3/8X110MM ZI",164,44,96,448,184,8,84,148,68,40,228,8,5,1,3,15,6,0,3,5,2,1,8,0,1520,4
"401081","PARAFUSO 4 8X45MM A/A PAN PHS ZI",400,400,0,0,0,0,0,12,290,202,202,0,13,13,0,0,0,0,0,0,10,7,7,0,1506,4
"412119","ROTOR AGL NEW BV P17 1/7 cv 04",131,155,200,0,600,32,7,210,2,73,30,0,4,5,6,0,19,1,0,7,0,2,1,0,1440,4
"813460","TUBO DE INOX CORTADO PARA PIVO 1,0M",95,72,74,318,140,0,7,86,165,142,312,2,3,2,2,11,5,0,0,3,6,5,10,0,1413,4
"813600","SENSOR DE FIM DE CURSO REED BV/NEW BV/PIVO 1,0M",93,72,74,318,155,0,1,79,165,141,312,2,3,2,2,11,5,0,0,3,6,5,10,0,1412,4
"813397","PERFIL AL 1,0M SOL 7 STLF-0864 6063",93,82,74,318,135,0,1,79,165,141,312,2,3,3,2,11,4,0,0,3,6,5,10,0,1402,4
"202062","AÇO RED TREF SAE 1020 5.00 SAE",395,52,30,109,166,144,16,37,104,88,221,39,13,2,1,4,5,5,1,1,4,3,7,1,1402,4
