chave,coluna_1,coluna_2,coluna_3,coluna_4,coluna_5,coluna_6,coluna_7,coluna_8,coluna_9,coluna_10
Prensas,201095,PERFIL AL TUB STLF-0917 - 6063 T5 NT - 3000,QUILOGRAMA,KG,AGL MOTORES,233,0,0,0,0
Prensas,201035,PERFIL AL TUB 5 7 TUB-044 6063 T5 6000MM (TUBO 1 X 16),QUILOGRAMA,KG,,570,0,0,0,0
Prensas,708014,PINO CARRINHO DA LINGUETA BASE AGL AL100R,UNIDADE,UN,,36271,0,0,0,0
Prensas,813286,PINO DAS TRAVAS SUPORTE FX. BV/NEW BV/HZ - ZINCADO,UNIDADE,UN,,6843,0,0,0,0
Prensas,708002,PINO DO CARRINHO LINGUETA  BASE AGL AGL100/ MINI -BRUTO,UNIDADE,UN,,42074,0,0,0,0
Prensas,708001,PINO MACAQUITO AGL BASE AGL AL100 / MINI- BRUTO,UNIDADE,UN,,25088,0,0,0,0
Prensas,412069,"PS-ST SAE-060 C/TRAT AGL 16,8MM (SOMENTE MOTOR P/ INDUSTRIALIZAÇÃO)",UNIDADE,UN,,4000,0,0,0,0
Prensas,412044,"PS-ST SAE-060 C/TRAT AGL 27,6MM (SOMENTE MOTOR P/ INDUSTRIALIZAÇÃO)",UNIDADE,UN,,5000,0,0,0,0
Prensas,412057,PS-ST SAE-060 C/TRAT AGL 39MM (SOMENTE MOTOR P/ INDUSTRIALIZAÇÃO),UNIDADE,UN,,400,0,0,0,0
Prensas,412088,PS-ST SAE-060 C/TRAT AGL 45MM (SOMENTE MOTOR P/ INDUSTRIALIZAÇÃO),UNIDADE,UN,,400,0,0,0,0
Prensas,412093,"PS-ST SAE-060 S/TRAT AGL 24,0MM (SOMENTE MOTOR P/ INDUSTRIALIZAÇÃO)",UNIDADE,UN,,14000,0,0,0,0
Prensas,412060,"PS-ST SAE-060 S/TRAT AGL 33,0MM (SOMENTE MOTOR P/ INDUSTRIALIZAÇÃO)",UNIDADE,UN,,2500,0,0,0,0
Prensas,201117,"RO BF 0,60X106 SAE 1008 AGL PEX",QUILOGRAMA,KG,AGL MOTORES,22809,0,0,0,0
Prensas,201145,"ROLO A FRIO 1,20X135 SAE-1006",QUILOGRAMA,KG,AGL MOTORES,3100,0,0,0,0
Prensas,201127,"ROLO ZINCADO 1,25X28,5 NBR-7008-ZC",QUILOGRAMA,KG,AGL MOTORES,698,0,0,0,0
Prensas,201126,"ROLO ZINCADO 1,25X33 NBR-7008-ZC",QUILOGRAMA,KG,AGL MOTORES,390,0,0,0,0
Prensas,201065,"ROLO ZINCADO 1,25X34,5 NBR-7008-ZC",QUILOGRAMA,KG,AGL MOTORES,2712,0,0,0,0
Prensas,201066,"ROLO ZINCADO 1,25X50 NBR-7008-ZC",QUILOGRAMA,KG,AGL MOTORES,11871,0,0,0,0
Prensas,201051,"ROLO ZINCADO 1,25X90 NBR-7008-ZC",QUILOGRAMA,KG,AGL MOTORES,3722,0,0,0,0
Prensas,811762,SACO ZIP PADRAO - 05X07,UNIDADE,UN,,200,0,0,0,0
Prensas,801126,TAMPA DA FECHADURA ULTRA - PRETA,UNIDADE,UN,,1,0,0,0,0
Prensas,813325,TRAVA MAIOR SUPORTE FX. DZ HORIZONTAL - ZINCADO,UNIDADE,UN,,300,0,0,0,0
Prensas,813324,TRAVAS DE ARTICULAÇÃO FIX. DZ HORIZONTAL - ZINCADO,UNIDADE,UN,,100,0,0,0,0
Zamac,701084,CAIXA DO FECHO - BRUTO,UNIDADE,UN,AGL ELETRONICOS,635,0,0,0,0
Zamac,813278,COROA DO MOVIMENTADOR BV/PIVO ZAMAC,UNIDADE,UN,AGL ELETRONICOS,248,0,0,0,0
Zamac,813099,ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO SPEED 300/500 2 ENTRADAS,UNIDADE,UN,AGL ELETRONICOS,1245,0,0,0,0
Zamac,813100,ENGRENAGEM INTERNA DE ZAMAC DO DESLIZANTE TRINO 700/900 1 ENTRADA 300/500,UNIDADE,UN,AGL ELETRONICOS,563,0,0,0,0
Zamac,701157,ENGRENAGEM INTERNA 1 ENTRADA PARA MOTOR INDUSTRIAL - BRUTO,UNIDADE,UN,AGL ELETRONICOS,460,0,0,0,0
Zamac,211018,ZAMAC,QUILOGRAMA,KG,,9166,0,0,0,0
